customer_state,order_month,total_orders,avg_delivery_days,avg_freight_cost,avg_order_value,percent_late_deliveries
PI,2016-10-01,1,27.0,36.09,210.0,0.0
CE,2018-04-01,96,24.135416666666668,36.100625,171.06187499999987,0.23958333333333334
PR,2017-08-01,220,9.75,22.14422727272727,129.27259090909115,0.0
MA,2018-07-01,39,17.641025641025642,47.46974358974359,151.16512820512818,0.1794871794871795
MA,2017-01-01,6,25.0,25.561666666666667,93.85000000000001,0.16666666666666666
AC,2017-11-01,5,24.0,59.048,129.984,0.2
PA,2018-01-01,69,25.840579710144926,39.79608695652174,202.7227536231883,0.08695652173913043
RS,2018-02-01,363,21.170798898071624,22.913112947658426,127.71352617079923,0.1322314049586777
BA,2018-06-01,198,18.0,36.42702020202024,175.30090909090939,0.05555555555555555
BA,2016-10-01,3,21.0,25.376666666666665,81.62666666666667,0.0
SP,2017-08-01,1665,7.341141141141141,16.424480480480437,115.23759159159019,0.02042042042042042
BA,2017-01-01,24,15.0,22.389583333333334,157.83416666666665,0.041666666666666664
MA,2017-03-01,22,24.09090909090909,35.06136363636364,88.67272727272729,0.18181818181818182
SP,2016-10-01,94,18.5,17.54117021276596,126.713404255319,0.02127659574468085
RN,2018-03-01,38,24.05263157894737,44.03236842105265,189.0507894736841,0.18421052631578946
SP,2017-06-01,1284,9.310747663551401,17.06471962616823,131.615856697818,0.03271028037383177
ES,2017-03-01,47,9.702127659574469,21.23191489361702,104.95553191489357,0.0
PR,2017-09-01,176,11.454545454545455,22.06982954545454,118.65119318181829,0.005681818181818182
RJ,2018-02-01,879,23.73265073947668,22.901660978384545,125.73147895335582,0.34015927189988626
BA,2017-11-01,243,20.325102880658438,27.286049382716026,118.59687242798374,0.14814814814814814
BA,2018-04-01,216,22.328703703703702,30.5690277777778,140.17986111111136,0.18518518518518517
RS,2016-10-01,17,19.0,22.032941176470587,148.44411764705885,0.0
RS,2017-05-01,205,11.629268292682926,22.41365853658535,137.7012682926832,0.004878048780487805
PA,2017-12-01,58,26.379310344827587,33.830517241379326,179.6591379310344,0.06896551724137931
RJ,2017-11-01,1012,19.129446640316207,24.12590909090906,146.03003952569094,0.2598814229249012
MT,2017-05-01,37,15.054054054054054,25.66108108108108,181.9218918918918,0.02702702702702703
AC,2018-01-01,6,18.666666666666668,45.824999999999996,147.15666666666667,0.0
AL,2018-05-01,19,21.42105263157895,38.737368421052636,192.47842105263157,0.10526315789473684
RJ,2017-07-01,547,12.272394881170019,22.987129798903155,137.04159049360152,0.031078610603290677
SP,2017-05-01,1363,9.028613352898018,17.204607483492286,125.85498899486295,0.0425531914893617
SC,2016-10-01,9,18.444444444444443,29.18444444444444,248.67333333333332,0.0
PI,2017-02-01,10,18.9,48.838,301.669,0.0
SP,2017-02-01,601,9.970049916805324,17.483111480865205,123.00988352745436,0.029950083194675542
PB,2017-08-01,16,18.8125,45.521249999999995,145.298125,0.0625
MG,2018-06-01,714,8.46498599439776,27.452731092436963,148.12005602240876,0.0014005602240896359
PE,2017-02-01,20,18.65,26.905499999999996,139.0955,0.05
AC,2017-01-01,2,21.0,66.77,294.8,0.0
SE,2018-02-01,15,18.266666666666666,41.079333333333324,299.1273333333333,0.13333333333333333
AP,2017-10-01,3,19.0,34.96333333333333,530.6166666666667,0.0
AC,2018-07-01,4,14.0,74.995,367.49249999999995,0.0
BA,2018-05-01,237,20.29113924050633,30.98455696202532,147.55459915611846,0.19831223628691982
MA,2017-12-01,40,24.325,42.294750000000015,139.7537499999999,0.125
GO,2017-07-01,77,14.415584415584416,21.477662337662334,115.88558441558435,0.03896103896103896
MT,2017-11-01,73,20.095890410958905,27.149041095890393,155.91383561643823,0.1232876712328767
GO,2018-03-01,141,18.80851063829787,29.374751773049635,128.23695035460992,0.19858156028368795
AL,2017-05-01,26,22.53846153846154,35.96807692307693,180.7403846153846,0.07692307692307693
PR,2018-03-01,369,15.238482384823849,24.03111111111107,135.4561246612469,0.13279132791327913
PR,2017-11-01,365,14.575342465753424,23.25104109589043,125.34613698630157,0.08767123287671233
RR,2018-01-01,1,25.0,33.79,129.0,0.0
MT,2016-10-01,1,7.0,53.64,47.8,0.0
AM,2017-09-01,9,24.0,39.462222222222216,129.25333333333333,0.0
TO,2017-11-01,17,19.58823529411765,43.69764705882353,137.41529411764705,0.17647058823529413
RO,2018-06-01,11,15.545454545454545,45.218181818181826,174.68818181818182,0.0
ES,2017-01-01,9,16.555555555555557,21.62,90.68888888888888,0.1111111111111111
PA,2018-07-01,57,15.228070175438596,46.59122807017545,231.50771929824546,0.05263157894736842
PA,2017-02-01,24,19.416666666666668,41.75458333333334,400.10791666666665,0.0
ES,2017-10-01,100,14.41,22.868599999999997,103.80689999999987,0.05
SC,2018-05-01,226,13.34070796460177,26.87951327433627,157.98230088495595,0.05309734513274336
PR,2018-04-01,381,10.10236220472441,27.087454068241403,173.00493438320225,0.013123359580052493
AM,2017-06-01,1,6.0,34.85,169.99,0.0
AP,2017-02-01,2,17.5,78.675,274.925,0.0
DF,2017-08-01,83,11.662650602409638,21.325542168674698,115.98686746987946,0.012048192771084338
CE,2016-10-01,6,27.333333333333332,39.28333333333333,274.94666666666666,0.0
MT,2017-01-01,9,16.0,29.894444444444446,183.7488888888889,0.0
AP,2017-09-01,2,19.5,67.31,182.3,0.0
DF,2018-03-01,147,16.224489795918366,26.42850340136055,139.59544217687088,0.1836734693877551
AP,2018-06-01,2,17.5,40.22,83.74,0.0
ES,2018-06-01,123,13.65040650406504,28.813983739837404,139.0484552845528,0.04065040650406504
PR,2017-05-01,206,10.412621359223301,21.4752427184466,151.14126213592272,0.009708737864077669
AL,2017-12-01,12,21.5,38.07416666666668,185.3225,0.0
MG,2017-06-01,356,12.036516853932584,22.679803370786534,129.98662921348344,0.014044943820224719
MG,2018-01-01,846,12.696217494089835,22.498711583924393,134.2126241134748,0.030732860520094562
AC,2018-08-01,3,13.666666666666666,52.60999999999999,148.89666666666668,0.0
SE,2017-10-01,22,23.363636363636363,37.68545454545454,195.1913636363636,0.2727272727272727
MS,2018-07-01,49,11.510204081632653,30.29612244897959,138.99653061224484,0.04081632653061224
MA,2017-10-01,48,21.083333333333332,45.64958333333334,215.32916666666657,0.25
SC,2017-02-01,57,15.894736842105264,19.78649122807017,104.8745614035087,0.05263157894736842
MT,2017-04-01,25,21.8,28.380399999999998,131.28200000000004,0.08
SP,2017-03-01,966,9.678053830227743,16.49778467908896,136.35707039337422,0.022774327122153208
AL,2017-06-01,10,26.1,31.732,95.16499999999999,0.3
MA,2018-01-01,55,19.636363636363637,43.347454545454546,158.30036363636358,0.07272727272727272
RR,2017-06-01,3,19.666666666666668,27.26,31.133333333333336,0.0
RN,2017-07-01,27,23.962962962962962,36.45407407407408,118.29592592592596,0.1111111111111111
PE,2017-11-01,125,19.344,37.08368000000003,156.79391999999996,0.12
MT,2018-01-01,83,19.240963855421686,26.87433734939758,126.93614457831313,0.03614457831325301
SE,2018-04-01,13,29.307692307692307,32.58153846153846,239.1861538461539,0.46153846153846156
PA,2017-07-01,36,18.88888888888889,34.08222222222223,124.27833333333326,0.08333333333333333
GO,2017-03-01,47,14.404255319148936,25.629148936170207,180.73319148936167,0.0
PB,2017-11-01,27,23.85185185185185,48.83814814814815,162.8737037037037,0.18518518518518517
MG,2018-05-01,751,11.952063914780293,23.608828229027917,135.52376830892135,0.09187749667110519
PB,2018-06-01,28,15.928571428571429,43.83214285714285,464.065357142857,0.03571428571428571
RS,2018-07-01,308,10.334415584415584,29.047207792207782,127.70500000000031,0.016233766233766232
AP,2018-02-01,2,22.5,39.205,503.95,0.0
PE,2017-01-01,9,21.0,29.716666666666672,209.38666666666668,0.1111111111111111
RR,2017-10-01,3,33.333333333333336,45.38999999999999,129.66,0.3333333333333333
SC,2018-04-01,245,11.971428571428572,29.280979591836708,181.86065306122464,0.02040816326530612
PA,2018-06-01,54,17.85185185185185,48.00629629629629,173.30018518518514,0.0
MS,2018-08-01,35,14.8,28.58628571428571,158.61228571428563,0.2857142857142857
CE,2017-11-01,103,24.941747572815533,36.648349514563115,178.1901941747573,0.2621359223300971
PB,2017-04-01,20,26.85,30.265499999999996,147.86849999999998,0.15
ES,2017-02-01,31,20.806451612903224,22.455483870967747,125.63193548387098,0.06451612903225806
MG,2017-11-01,922,14.295010845986985,23.257364425162677,143.91116052060698,0.07158351409978309
RJ,2017-02-01,230,12.565217391304348,22.99286956521741,130.30608695652208,0.034782608695652174
PA,2017-01-01,10,15.2,26.454999999999995,125.83700000000002,0.0
AM,2018-04-01,6,26.5,37.61666666666667,111.29833333333333,0.0
MS,2017-09-01,32,11.6875,20.836562500000003,153.2096875,0.0
TO,2018-02-01,20,27.4,36.141000000000005,131.78250000000003,0.45
TO,2017-01-01,2,13.5,23.485,314.945,0.0
AC,2017-07-01,5,18.0,35.142,123.73799999999999,0.0
MS,2017-04-01,15,15.266666666666667,20.291999999999994,126.93733333333334,0.06666666666666667
GO,2017-10-01,106,14.09433962264151,25.345660377358477,156.51933962264133,0.018867924528301886
DF,2016-10-01,6,23.0,26.05666666666667,173.96166666666667,0.0
PI,2018-02-01,32,22.75,45.254374999999996,131.58812500000002,0.21875
CE,2017-07-01,53,16.69811320754717,39.12622641509436,146.40603773584897,0.0
SC,2018-06-01,205,9.93658536585366,30.80268292682927,159.71082926829297,0.0
PE,2017-12-01,101,21.524752475247524,34.51990099009903,155.15465346534637,0.07920792079207921
MA,2018-06-01,41,19.902439024390244,47.21682926829268,144.13365853658533,0.12195121951219512
PI,2017-08-01,20,16.95,46.1605,218.375,0.0
AL,2017-01-01,2,15.5,30.195,196.985,0.0
MG,2018-07-01,644,8.349378881987578,25.518695652173903,143.36670807453388,0.012422360248447204
AL,2017-09-01,19,31.263157894736842,41.49421052631578,226.59947368421055,0.42105263157894735
RJ,2017-05-01,466,11.216738197424892,22.13622317596569,152.29006437768268,0.027896995708154508
RS,2017-10-01,244,14.315573770491802,24.781721311475422,152.1570901639347,0.020491803278688523
RO,2017-04-01,7,20.428571428571427,28.41142857142857,120.51142857142858,0.14285714285714285
AL,2017-07-01,15,31.066666666666666,40.042,149.26266666666666,0.4666666666666667
SE,2017-06-01,8,20.125,38.902499999999996,163.50125,0.0
DF,2018-01-01,135,12.792592592592593,21.612370370370364,129.15318518518512,0.02962962962962963
GO,2018-07-01,112,12.098214285714286,34.60839285714285,183.0651785714286,0.044642857142857144
SE,2017-08-01,19,17.63157894736842,42.49210526315789,185.3521052631579,0.10526315789473684
PA,2018-04-01,66,31.363636363636363,40.44803030303032,169.02999999999986,0.30303030303030304
PE,2018-02-01,121,20.785123966942148,28.561487603305817,137.6366115702478,0.11570247933884298
RR,2017-11-01,2,34.0,26.41,49.32,0.5
SE,2017-11-01,26,26.26923076923077,39.77461538461538,214.5865384615384,0.2692307692307692
SC,2017-03-01,104,17.596153846153847,21.74211538461539,173.12028846153842,0.18269230769230768
DF,2017-04-01,34,14.970588235294118,30.970588235294112,220.51999999999978,0.0
SE,2018-08-01,23,12.521739130434783,45.33695652173913,198.175652173913,0.0
SE,2018-06-01,25,14.72,45.0916,131.4488,0.0
TO,2018-01-01,16,18.25,41.265625,132.56500000000003,0.0
RN,2017-02-01,8,18.0,31.213750000000005,49.8625,0.0
MA,2016-10-01,4,28.25,73.6475,176.065,0.0
AM,2018-08-01,4,19.5,32.949999999999996,95.175,0.0
MA,2017-04-01,25,21.24,28.6252,121.93680000000002,0.04
MG,2017-01-01,102,11.029411764705882,22.464509803921562,154.4495098039214,0.0
MT,2017-08-01,38,15.368421052631579,29.537894736842095,176.56447368421047,0.0
RO,2017-05-01,8,16.75,34.6775,68.9325,0.0
PI,2017-06-01,14,13.571428571428571,34.24928571428572,153.3907142857143,0.0
PR,2016-12-01,1,5.0,8.72,10.9,0.0
PB,2017-10-01,28,19.142857142857142,45.67821428571428,365.5892857142855,0.0
CE,2018-03-01,93,29.677419354838708,43.49795698924731,195.2246236559139,0.5053763440860215
AC,2017-06-01,4,18.5,31.122499999999995,96.445,0.0
MS,2018-04-01,43,16.3953488372093,27.378837209302326,136.6476744186046,0.06976744186046512
MA,2017-07-01,37,20.56756756756757,37.28270270270271,168.11999999999998,0.0
TO,2017-06-01,8,14.875,59.49249999999999,495.64750000000004,0.0
AC,2017-03-01,2,20.0,37.095,227.995,0.0
GO,2018-08-01,117,10.376068376068377,27.14239316239317,154.09393162393167,0.02564102564102564
RJ,2017-06-01,399,12.5062656641604,21.48177944862158,133.5738095238098,0.03258145363408521
RJ,2018-07-01,696,9.50287356321839,28.319008620689658,139.41580459770103,0.02442528735632184
PA,2017-04-01,36,17.97222222222222,37.00166666666667,132.6708333333333,0.0
SC,2017-05-01,146,14.479452054794521,22.674657534246556,145.08760273972612,0.04794520547945205
AC,2017-09-01,5,26.6,48.467999999999996,357.378,0.2
SP,2017-11-01,2898,10.605935127674258,17.31993098688742,121.0051345755692,0.06970324361628709
RS,2018-03-01,407,19.877149877149876,25.324373464373434,137.76019656019685,0.19164619164619165
PB,2018-05-01,29,20.586206896551722,36.17758620689656,167.6013793103448,0.034482758620689655
RO,2018-04-01,11,22.545454545454547,53.26818181818182,318.1609090909091,0.0
MG,2017-05-01,412,10.79611650485437,20.764053398058284,118.54288834951484,0.01699029126213592
AL,2016-10-01,1,33.0,26.61,49.99,0.0
SP,2018-04-01,3002,7.216855429713524,17.38119586942041,130.3287774816792,0.01698867421718854
ES,2018-02-01,149,19.322147651006713,22.394966442953017,114.05456375838916,0.12080536912751678
PI,2018-06-01,29,22.82758620689655,39.802068965517236,167.09310344827585,0.3103448275862069
GO,2018-05-01,136,13.764705882352942,26.709705882352942,175.77389705882374,0.051470588235294115
RR,2018-07-01,5,18.8,89.178,302.94,0.0
RO,2018-01-01,20,24.5,40.166999999999994,114.33800000000001,0.05
RJ,2018-06-01,707,10.472418670438472,27.04230551626587,141.61794908062222,0.01272984441301273
RN,2018-06-01,35,13.714285714285714,54.35828571428571,185.52742857142857,0.0
SC,2018-01-01,311,19.205787781350484,23.48263665594856,119.59045016077198,0.09967845659163987
MT,2017-02-01,17,18.41176470588235,34.99764705882352,175.7882352941176,0.0
RN,2018-08-01,20,11.9,37.86899999999999,261.8185,0.0
MT,2017-12-01,49,23.285714285714285,31.249591836734695,184.02448979591827,0.10204081632653061
GO,2018-06-01,105,11.885714285714286,28.792857142857166,136.74342857142847,0.009523809523809525
SP,2018-06-01,2735,6.444241316270567,18.80047897623406,124.355045703839,0.007312614259597806
ES,2017-12-01,108,19.59259259259259,19.08148148148148,112.86814814814805,0.06481481481481481
MS,2018-06-01,49,11.959183673469388,38.33673469387755,181.37244897959175,0.02040816326530612
AP,2017-03-01,3,78.66666666666667,36.36666666666667,101.26333333333334,0.6666666666666666
TO,2018-04-01,19,16.68421052631579,56.77315789473683,225.8852631578947,0.05263157894736842
AC,2018-06-01,3,11.666666666666666,56.45333333333334,142.63333333333333,0.0
AL,2017-02-01,12,28.916666666666668,29.319999999999997,218.00249999999997,0.08333333333333333
RJ,2018-08-01,723,8.197786998616873,24.122213001383095,129.69647302904548,0.058091286307053944
DF,2017-03-01,54,12.037037037037036,21.357777777777784,125.99944444444435,0.0
AP,2018-01-01,11,24.90909090909091,35.915454545454544,217.60636363636365,0.0
RN,2017-06-01,12,20.166666666666668,29.308333333333334,103.44666666666666,0.08333333333333333
RO,2018-08-01,8,12.625,55.85625,348.72249999999997,0.0
RJ,2017-12-01,746,21.754691689008045,23.803726541554983,150.48207774798914,0.23994638069705093
GO,2018-04-01,132,15.219696969696969,25.695757575757582,142.71719696969694,0.045454545454545456
TO,2017-05-01,17,13.058823529411764,31.087058823529407,121.96647058823528,0.0
AM,2017-02-01,8,16.875,27.456249999999997,112.86124999999998,0.0
SE,2017-03-01,22,37.18181818181818,31.03681818181818,110.85000000000001,0.13636363636363635
TO,2017-03-01,7,17.0,21.935714285714287,92.6657142857143,0.0
DF,2017-09-01,94,12.75531914893617,23.00989361702128,140.42553191489353,0.07446808510638298
RO,2017-02-01,9,17.88888888888889,43.51222222222223,160.69555555555561,0.0
RS,2017-04-01,132,14.5,21.97621212121213,125.46810606060593,0.022727272727272728
MS,2017-06-01,27,14.407407407407407,23.52740740740741,141.01555555555558,0.0
DF,2017-10-01,92,12.41304347826087,22.793478260869556,137.3315217391304,0.03260869565217391
AP,2018-03-01,5,32.2,33.83,107.078,0.0
GO,2017-04-01,38,19.657894736842106,26.96157894736842,140.05078947368418,0.07894736842105263
SC,2018-07-01,195,9.374358974358975,30.325128205128188,158.5845641025645,0.020512820512820513
DF,2018-07-01,165,9.27878787878788,27.627878787878785,137.48751515151537,0.04242424242424243
DF,2017-05-01,60,11.75,20.579500000000003,124.20799999999988,0.0
AC,2017-10-01,5,13.2,36.116,136.644,0.0
AC,2017-12-01,5,21.6,61.75999999999999,220.156,0.0
RR,2017-04-01,2,22.5,28.97,24.475,0.0
PR,2017-06-01,167,11.335329341317365,26.097784431137708,126.66640718562888,0.011976047904191617
RO,2017-12-01,11,21.0,41.8890909090909,177.2345454545455,0.0
PE,2018-03-01,107,21.476635514018692,38.390560747663535,212.17186915887874,0.205607476635514
CE,2017-08-01,73,15.945205479452055,31.71246575342468,145.78986301369855,0.0136986301369863
PE,2018-05-01,102,18.284313725490197,28.64901960784314,133.17676470588228,0.11764705882352941
BA,2017-07-01,144,18.006944444444443,25.348124999999996,128.26208333333332,0.04861111111111111
TO,2017-02-01,7,16.285714285714285,24.85,109.37142857142858,0.0
PA,2017-10-01,52,24.846153846153847,38.44673076923079,129.28038461538452,0.057692307692307696
MA,2017-09-01,41,17.536585365853657,43.49609756097562,230.25243902439013,0.07317073170731707
